Pair,Parameter,Estimate,Std. Error,t-value,P-value,ModelGroup,Equation
,CrudeOil_lr_lag1,-0.3883135344053687,0.2799539856191968,-1.3870619971582272,0.1655145874796281,varx,USDPHP_RET
,USDPHP_RET.l1,-0.2722192305244516,0.2242375154905048,-1.2139771970314153,0.2248414989926861,varx,CNYPHP_RET
,CNYPHP_RET.l1,0.0214841475403347,0.0349930901452847,0.6139539963786148,0.539287167983882,varx,CNYPHP_RET
,JPYPHP_RET.l1,0.0116841056313362,0.0141487193647648,0.8258065857489298,0.4089722738224901,varx,CNYPHP_RET
,HKDPHP_RET.l1,0.0837745180931705,0.228978670842201,0.3658616664383694,0.7144912655108289,varx,CNYPHP_RET
,SGDPHP_RET.l1,-0.1644994348986097,0.0270264399089016,-6.08661131296204,1.2828305212353707e-09,varx,CNYPHP_RET
,const,0.0032153981058412,0.0153636613003728,0.2092859275518682,0.834237686413519,varx,CNYPHP_RET
,trend,1.938899205947322e-06,7.86979369304076e-06,0.2463723042272233,0.8054090486296374,varx,CNYPHP_RET
,DXY_lr_lag1,0.0743897776846715,0.0198297347054301,3.751425764879277,0.00017879086716146225,varx,CNYPHP_RET
,PSEI_lr_lag1,-0.0289938916309733,0.0075411777932,-3.844743145708285,0.000122907964742114,varx,CNYPHP_RET
,VIX_diff_lag1,0.0313822137439546,0.0047458055492392,6.612621064717935,4.373688505172212e-11,varx,CNYPHP_RET
,DFF_diff_lag1,-0.0066017270916832,0.1986418834214336,-0.03323431583498,0.9734897013097934,varx,CNYPHP_RET
,BSP_RRP_diff_lag1,0.2202483897811127,0.2051400458105242,1.0736489255956547,0.2830569305345967,varx,CNYPHP_RET
,CrudeOil_lr_lag1,0.1758976823012907,0.2997526517081286,0.5868094287037819,0.5573710100227318,varx,CNYPHP_RET
,USDPHP_RET.l1,0.4985065121914188,0.3337809931859565,1.4935137781008705,0.1353963662101527,varx,JPYPHP_RET
,CNYPHP_RET.l1,0.2645609680276904,0.0520877532815575,5.079139555081602,3.997358151908397e-07,varx,JPYPHP_RET
