Pair,Lag,ACF,PACF,SqACF,sig_bound
JPYPHP_RET,31,-0.016571052054793197,-0.0020510250245159493,0.0003732005661093322,0.03013601946227691
JPYPHP_RET,32,-0.00659213039828709,-0.009829005353431574,0.018253510996821813,0.03013601946227691
JPYPHP_RET,33,0.01809267493605356,0.01698294516995883,0.06354951804566303,0.03013601946227691
JPYPHP_RET,34,-0.008534748022118392,-0.0026503829762559105,0.0486317300425694,0.03013601946227691
JPYPHP_RET,35,0.036023235767776725,0.029277027141318794,0.04718409343308599,0.03013601946227691
JPYPHP_RET,36,-0.025635273603739288,-0.013433081251777234,0.030923529367818964,0.03013601946227691
JPYPHP_RET,37,-0.009487073776316055,-0.014453840504115655,0.004253269139162603,0.03013601946227691
JPYPHP_RET,38,-0.004486198433735599,-0.005680580472631963,0.024881833846239498,0.03013601946227691
JPYPHP_RET,39,0.016767145424767607,0.015723603593311566,0.015189463856449426,0.03013601946227691
JPYPHP_RET,40,0.005874390372575662,0.005134554904495421,0.022743941250313326,0.03013601946227691
HKDPHP_RET,1,-0.25986912058131284,-0.2599305698886151,0.3595339478318515,0.03013601946227691
HKDPHP_RET,2,-0.02850384500756615,-0.1030432323034018,0.039605774881622584,0.03013601946227691
HKDPHP_RET,3,0.04385825994620301,0.009678721654876783,0.06631597719573015,0.03013601946227691
HKDPHP_RET,4,-0.03681982157332877,-0.026731337139143708,0.0524980388467828,0.03013601946227691
HKDPHP_RET,5,0.02532090682581661,0.01351571527725259,0.01579230365164201,0.03013601946227691
HKDPHP_RET,6,-0.00575015388418374,0.00041688247775569914,0.02569739741674372,0.03013601946227691
HKDPHP_RET,7,-0.01392011310747906,-0.012314134146741689,0.03306636096247334,0.03013601946227691
HKDPHP_RET,8,0.014226955428079618,0.005355810815452848,0.019220207513476712,0.03013601946227691
HKDPHP_RET,9,-0.0311416486874749,-0.028579458049746247,0.007268554855394485,0.03013601946227691
HKDPHP_RET,10,0.05866460630944928,0.04779287988970985,0.010852154497071966,0.03013601946227691
HKDPHP_RET,11,-0.030984905779073018,-0.007052455110941986,0.039542547540377296,0.03013601946227691
HKDPHP_RET,12,0.03069241946250143,0.03181103147691484,0.022504800767775033,0.03013601946227691
HKDPHP_RET,13,-0.011615029247891437,-0.0020516056136939283,0.004854452945226919,0.03013601946227691
HKDPHP_RET,14,-0.0020480382951780507,0.002183919114937315,-0.0025224617037634986,0.03013601946227691
HKDPHP_RET,15,0.01633161240797232,0.012154571476873816,0.007976452734081794,0.03013601946227691
HKDPHP_RET,16,-0.026331402148649125,-0.018377957435103655,-0.001183571054532342,0.03013601946227691
HKDPHP_RET,17,0.017782221348495362,0.008565111447572105,0.002089147575280633,0.03013601946227691
HKDPHP_RET,18,-0.0033225224157510083,-0.0012294521074534479,0.00240796181306619,0.03013601946227691
HKDPHP_RET,19,-0.010438108325798974,-0.005244887660832357,-0.008106888391724496,0.03013601946227691
HKDPHP_RET,20,0.0546510608147263,0.04820671540209849,-0.0018153037562441436,0.03013601946227691
HKDPHP_RET,21,-0.028869878148183304,0.002384872118341925,-0.004682674544017631,0.03013601946227691
HKDPHP_RET,22,-0.03282341077137184,-0.04072660080171097,0.0002618503905914354,0.03013601946227691
HKDPHP_RET,23,0.002009750881092791,-0.024391628637618297,0.006776501031489064,0.03013601946227691
HKDPHP_RET,24,0.011879200411622397,0.005358898244894589,0.06716307822804263,0.03013601946227691
HKDPHP_RET,25,0.02107226420064697,0.02541869726955633,0.05818493354026911,0.03013601946227691
