Date,USDIDR,CNYIDR,INRIDR,JPYIDR,SGDIDR,REF_RATE,TARGET_RATE,USDIDR_RET,CNYIDR_RET,INRIDR_RET,JPYIDR_RET,SGDIDR_RET,IR_DIFF_LAGGED
2025-08-04,16483.0,2285.623217571803,188.92708197060782,111.8682240794609,12793.486043180485,4.33,0.0,0.0,-0.15820020249691485,0.2793980045660801,2.3005565133716397,0.7200095123669362,-4.33
2025-08-05,16362.0,2279.4650405221905,186.15752801281835,111.46308122075303,12715.361349339568,4.33,0.0,-0.7367973657712434,-0.26979459922142707,-1.4767890861758963,-0.3628181929934886,-0.6125320905770054,-4.33
2025-08-06,16377.5,2279.909186267589,186.69541127089292,110.98875217517372,12722.661630613342,4.33,0.0,0.09468685323878641,0.019482750250845293,0.28852320823583655,-0.42645615206029946,0.057396610420097,-4.33
2025-08-07,16334.7001953125,2274.141088914518,186.1239226699061,110.97471315842944,12710.344742324653,4.33,0.0,-0.2616750255511518,-0.2533173807491798,-0.30657693771491823,-0.012649844641680405,-0.09685751712551262,-4.33
2025-08-08,16300.0,2269.878773403019,186.42804512792446,111.0074393829022,12709.452139773726,4.33,0.0,-0.21265835556661547,-0.18760115011461287,0.16326448488244702,0.02948545577670046,-0.007022892869153732,-4.33
2025-08-11,16249.0,2262.7766987132304,185.72769899991854,110.04036081108507,12644.643837569613,4.33,0.0,-0.31337393920774337,-0.3133739392077322,-0.37637304585270986,-0.8750005574642233,-0.5112266153009682,-4.33
2025-08-12,16298.0,2267.484795603256,185.91334562943672,110.02869198312236,12667.888989041227,4.33,0.0,0.3011032477388849,0.20785107398007852,0.09990642725964244,-0.01060469686717825,0.1836652077864245,-4.33
2025-08-13,16248.2001953125,2263.45333957381,185.49106209820638,109.96494726889168,12665.409739111656,4.33,0.0,-0.3060255467852915,-0.17795242278928508,-0.22739833152922947,-0.05795141735133612,-0.019573052558929795,-4.33
2025-08-14,16109.0,2245.375794833811,184.20812535344294,109.49565344376526,12588.598711330458,4.33,0.0,-0.8604023414346622,-0.8018774305980679,-0.6940463697139733,-0.4276799926037289,-0.6083094871189796,-4.33
2025-08-15,16169.0,2252.106660357986,184.3843945592199,109.47857776108197,12589.541578314587,4.33,0.0,0.3717706741849013,0.2993172565510439,0.09564449069999553,-0.01559606591511465,0.007489568123174466,-4.33
2025-08-18,16196.0,2255.1762788908686,185.07006525796047,109.97935114920651,12626.097290965776,4.33,0.0,0.16684694122372035,0.13620706970599963,0.3711805164377769,0.4563738113944854,0.28994496986914725,-4.33
2025-08-19,16205.400390625,2255.5745162438297,185.63929570353568,109.55812995553973,12616.90118591162,4.33,0.0,0.058024596316327205,0.01765725361842178,0.3071035980741808,-0.3837355775706429,-0.07286064268003346,-4.33
2025-08-20,16275.2001953125,2266.1412912999044,186.9013334230506,110.16780422527079,12662.766347824232,4.33,0.0,0.4297944673151451,0.4673798505353729,0.6775328373165715,0.5549420796723731,0.3628624638882136,-4.33
2025-08-21,16263.599609375,2266.482598770086,186.89882014615563,110.39791718627909,12654.52817599491,4.33,0.0,-0.071303099675602,0.015060039354891495,-0.0013447168873618786,0.2086571231686242,-0.06507940342782402,-4.33
2025-08-22,16339.7001953125,2275.7559032663266,187.18138503814242,110.11618360605165,12680.786101507283,4.33,0.0,0.46682835539670076,0.4083148595508534,0.15107185133647472,-0.2555244608014844,0.20728327761394025,-4.33
2025-08-25,16227.0,2263.9692998699984,185.81222066318608,110.22654215712838,12654.407413301999,4.33,0.0,-0.6921219806040692,-0.5192662266172923,-0.7341522769395674,0.10016991477464884,-0.20823758635985576,-4.33
2025-08-26,16267.0,2274.7867358319486,185.6781251366146,110.04450836078836,12649.398520124743,4.33,0.0,0.2461994226916803,0.4766705396456022,-0.07219327980481549,-0.1652816721507932,-0.03959003839862614,-4.33
2025-08-27,16299.2001953125,2278.9709603368424,186.06244156614193,110.53152388175997,12680.254999922561,4.33,0.0,0.19775230522985177,0.1837702381914988,0.2067660088086887,0.441585885295385,0.2436392983985795,-4.33
2025-08-28,16314.0,2280.721414568485,186.107310803267,110.74153951612828,12694.732093282128,4.33,0.0,0.0907596041773875,0.07677949184768675,0.024112242898191853,0.18982491063901769,0.114105239755646,-4.33
2025-08-29,16344.2998046875,2284.9573722372375,186.59644960869082,111.34478201676939,12745.882086255495,4.33,0.0,0.18555658783549933,0.18555658783549933,0.2624814333593219,0.5432518131362173,0.4021134201788194,-4.33
2025-09-01,16409.0,2301.273362488985,186.09730711171633,111.55224094565344,12783.677437719485,4.33,0.0,0.39507640362696417,0.7115236903979298,-0.26785680543779733,0.18614783278155647,0.29609111775806046,-4.33
2025-09-02,16405.19921875,2300.740323507495,186.41974455807437,111.53625995754669,12780.317573328575,4.33,0.0,-0.023165467130006702,-0.023165467130006702,0.17311289533528182,-0.014327038883113135,-0.026285910389232447,-4.33
2025-09-03,16443.900390625,2303.389904918443,186.8661172298208,110.69755184308721,12756.90146538226,4.33,0.0,0.23563014049980033,0.1150958627139895,0.23915874143633326,-0.7548015215182202,-0.18338813222707745,-4.33
2025-09-04,16463.0,2305.290324286532,186.92448724452316,111.2515236877807,12782.526884081179,4.33,0.0,0.11608271391735504,0.08247130984530243,0.031231397728111555,0.4991892791050343,0.200673460249045,-4.33
